latitude,longitude
52.4626907648297,13.3671831008124
52.5763900016986,13.3144952438606
52.5201916450497,13.5044528722006
52.4296301915843,13.3220398369425
52.4237555622403,13.5595412254099
52.4416076909407,13.5333500600745
52.4537145700826,13.5128159652076
52.464656967267,13.4970265349626
52.4598678525137,13.5041398289314
52.4888275680774,13.3066604028779
52.568179657438,13.3614366049615
52.563460972402,13.3297843271505
52.578172892558,13.2993676417101
52.4646489527394,13.3769632399262
52.3878196905149,13.6305055550001
52.5789105815939,13.3463660057956
52.4488768863461,13.3846932725128
52.5449570343351,13.5689447673899
52.5687514202157,13.4288305234019
52.5183549315592,13.5201134173635
52.5548184928736,13.3917983997754
52.4307245258355,13.548766801081
52.3869186376722,13.4078989677416
52.5255559149357,13.3243077874317
52.4292410451857,13.5840221794823
52.4992100272066,13.4331325994447
52.5019317000274,13.4097569842884
52.4455386651129,13.5271553954966
52.5473186740196,13.3099553363267
52.4808964535663,13.5019559911612
52.4555361138813,13.366898563152
52.5338447284455,13.4449906221435
52.4231039300391,13.3967629972458
52.5113816003253,13.4936380962355
52.5354772590908,13.5227075108993
52.5375839343274,13.247277009746
52.5507648009486,13.5138832466668
52.4644308281123,13.3345688200683
52.4235188513155,13.437351502617
52.3876914417417,13.4084428108555
52.5041102693573,13.4081573508133
52.5374691459754,13.3755439152807
52.4457378466107,13.561673767291
52.5899078122339,13.3347335140632
52.4122205649056,13.3876608487857
52.4300505062934,13.312745837413
52.5170792289671,13.1788796657525
52.5164097683339,13.1778260808585
52.4334852995681,13.3772577639781
52.4759621106395,13.2791266953546
52.4342971832469,13.2491032677244
52.4330375782691,13.2426183460857
52.5143851993217,13.3219282603047
52.4130565729419,13.3549237397036
52.4126746717195,13.3589846843053
52.41550225,13.30275635
52.5100251376311,13.2770942609732
52.4409808632968,13.2994657325486
52.4323987578133,13.2866086507535
52.5272918444409,13.2326662980108
52.5051579372951,13.6167559155792
52.530317871987,13.6246119712873
52.5254462562042,13.3569664156492
52.5677180532301,13.3096686400332
52.5347639007441,13.1839468287441
52.5294052138606,13.1952721348896
52.4505459227464,13.4344992775036
52.443992242348,13.2418866406046
52.431484814111,13.2304401912219
52.5814125216086,13.2913973939544
52.476006382229,13.3412279989237
52.5982078155017,13.2987685522812
52.53556335,13.32483695
