latitude,longitude
52.5355092491538,13.3250214440442
52.5436761991509,13.2436429966485
52.622610273164,13.3123463386186
52.4987855083658,13.4227023633546
52.4318598278278,13.4608465315328
52.4123508692238,13.3472423720778
52.50185105,13.27811045
52.576614197583,13.3787225549399
52.571313957407,13.4426536860933
52.4396408064474,13.3516267632262
52.5407012200506,13.3931734716701
52.4582520220712,13.3387941791566
52.4846071834242,13.3814261843222
52.3785721585628,13.6443642771995
52.4299158812307,13.3121022443112
52.4340668884223,13.3906315325952
52.4563018294561,13.6211199958612
52.4528654863693,13.3152146098588
52.4518839675385,13.3850653220563
52.594435741808,13.402445457716
52.4361767241926,13.3883951411751
52.5859225472937,13.2316635707699
52.4355284496585,13.2665147119758
52.436204956358,13.2657076867028
52.4626748898708,13.3670184334294
52.5551477823985,13.3845130012647
52.5727897508788,13.4209371303273
52.5564409818249,13.5282259552383
52.4943191295999,13.2847295259932
52.5648777589182,13.4488799331371
52.5596258598919,13.4287521045364
52.5588362892823,13.491568817377
52.5173593102753,13.3010520098783
52.5199091977722,13.3551455815899
52.5821047127601,13.4324097220579
52.6133651613323,13.4332506380247
52.5337121200082,13.1852363671856
52.5660501374332,13.4710562163319
52.5113779653276,13.4288220230858
52.5191748214041,13.2720434722487
52.5424552130885,13.3652174367328
52.4350940240598,13.5596407275086
52.4702699711417,13.3719183330535
52.5584492323813,13.4327703686009
52.5657540202558,13.4917344848274
52.4321779382045,13.5468231308901
52.5917339241674,13.3466827420495
52.4962664825136,13.3466186821215
52.4552241513179,13.5559566306496
52.4552455029336,13.5674760438124
52.4530922559282,13.5140336260225
52.4960305094348,13.5628746516213
52.4546628813978,13.6167842500366
52.4830739394211,13.5024108734885
52.481529420879,13.4413322118305
52.4949072068054,13.5245151668958
52.5071209345277,13.4858497108863
52.5463151842946,13.5742026685674
52.5208763666653,13.3336541996816
52.4498387143675,13.3500799021094
52.5263988146675,13.4888818341877
52.554434449396,13.2071679164343
52.4695127908435,13.4621398186606
52.5342788370153,13.3652301783996
52.5274076,13.4576478
52.4864251440791,13.60388168696
52.5453926170927,13.603842664811
52.4384314374528,13.4525798942617
52.535404166294,13.5226546846142
52.5473469821461,13.5094719361812
52.5347425752624,13.565918537667
52.5537184117964,13.5516055941388
52.5570538884647,13.5270856043815
52.5142869913511,13.5813650619796
52.5597631986581,13.4966260138811
52.538230216024,13.3438521311079
52.4794466674218,13.3133534976042
52.4845526447441,13.4292337746411
52.5243980041578,13.4992407281317
52.4367238597814,13.6959060040709
52.5073783870413,13.2278041282291
52.4957571038099,13.2876316163368
52.4192070531152,13.3192694033263
52.4323022895403,13.3379753072951
52.4134336210025,13.2780281966059
52.5272823868903,13.2104367956428
52.5168369481191,13.1800477801708
52.6409383220757,13.5140926068793
52.4928202230303,13.3314145066128
52.5367167720773,13.5152978921589
52.6036196453965,13.4325797225292
52.4558456933407,13.4494586713721
52.432992727522,13.4710700478182
52.433977919947,13.3907291758227
52.4455180391131,13.2922093122226
52.4575492871987,13.297874741465
52.5159392669778,13.3013125292067
52.5077365745814,13.3015841656836
52.514936466976,13.1848674686023
52.4191559178208,13.1588689133038
52.5464403,13.3454394
52.5308248,13.3281941
52.5018511,13.294379
52.4842654,13.3206691
52.4345195,13.1916491
52.5197229,13.3413153
52.5188609,13.3029397
52.5083702,13.2809474
52.5775721,13.3066148
52.4924086,13.3091456
52.5138544,13.421876
52.4971705,13.4497838
52.5519257,13.5500809
52.5383302,13.2409824
52.5475627,13.4680868
52.5096831,13.5312546
52.5987115,13.3319568
52.5646652,13.3358283
52.5320023,13.5362627
52.4273627,13.3649375
52.5588877,13.2084444
52.5270878,13.2340454
52.4682682,13.3110209
52.5214343,13.5403704
52.5722564,13.5649744
52.5361004,13.191149
52.4837343,13.4785627
52.4700245,13.3709897
52.4531242,13.4568677
52.5132492,13.5635805
52.5103423,13.5387103
52.6160844,13.3005814
52.5053636,13.588028
52.5044926,13.6110566
52.6207413,13.2358995
52.4144951,13.4019812
52.4927013,13.3905571
52.4444646,13.2424098
52.4296886,13.223231
52.4652723,13.4430158
52.4891927,13.3744405
52.5040975,13.6192806
52.5042647,13.6243189
52.4720058,13.5714236
52.454231,13.5923446
52.4490475,13.3661359
52.4451548,13.4331678
52.452062,13.5784714
52.5716016,13.4296019
52.4894708,13.5758812
52.521361,13.4990227
52.5004782,13.3766736
52.6017721,13.2433659
52.5229469,13.2034054
52.5369734,13.3417491
52.4144679,13.5728652
52.4901196,13.3454654
52.4191711,13.2643834
52.4180654,13.2656881
52.5562971,13.4148799
52.5338295,13.4523516
52.4994455,13.3193638
52.3947523,13.4001698
52.613472,13.315161
52.6110564,13.3189479
52.596489,13.3470882
52.6088139,13.3277742
52.5047405,13.1805626
52.4258913,13.3941982
52.558808,13.3706665
52.5366488,13.2218248
52.5226731,13.5188307
52.563621,13.4076934
52.5611872,13.3240255
52.5967386,13.4663679
52.5624326,13.4593752
52.4359603,13.4653678
52.409942,13.6664224
52.4330296,13.2376924
52.5182403,13.5200851
52.4741009,13.3388744
52.45523,13.5558811
52.4255117,13.4742439
52.5426246,13.3653905
52.5428256,13.5005492
52.5114734,13.4936633
52.4395687,13.3514395
52.5136091,13.2659797
52.5148615,13.2624559
52.5286962,13.4179988
52.5307982,13.4412623
52.4527676,13.4260843
52.5050706,13.575021
52.522,13.2852
52.5050686,13.5749451
52.61792,13.45
52.5951184,13.2843913
52.4701696,13.384595
52.5838443,13.31511
52.5945098,13.4348908
52.5400188,13.1830425
52.4225335,13.4869155
52.5549268,13.3915473
52.5612912,13.3673612
52.5709988,13.3301577
52.5099202,13.2771154
52.5861458,13.4299506
52.5818981,13.4098646
52.5678996,13.4283806
52.5436395,13.2434907
52.6009857,13.4324401
52.5654262,13.4722098
52.560816,13.4667754
52.4576326,13.1494846
52.6193754,13.3042924
52.4249246,13.4424508
52.4657644,13.4429947
52.5489936,13.1788104
52.5353743,13.3503177
52.4259362,13.4822702
52.4286423,13.4798381
52.465014,13.3672048
52.5453216,13.3615435
52.4569978,13.4364253
52.434705,13.5590835
52.5547157,13.3920344
52.4532029,13.5138694
52.529407,13.2071705
52.5428548,13.1993023
52.4403309,13.3811533
52.4519744,13.4245066
52.5353899,13.4508052
52.5127711,13.3194597
52.5082671,13.2605921
52.4831629,13.5024392
52.43519,13.3704543
52.4310723,13.5527829
52.4587583,13.4218947
52.5773118,13.3144029
52.5302326,13.6246424
52.4586228,13.3970949
52.4518712,13.3850451
52.5544517,13.2071662
52.4786467,13.3550598
52.5829161,13.4043389
52.5343192,13.28312
