,interval,time,initial_cost,final_cost,idle_time,tour_length,runtime,total_iterations,last_improvement,operator_performance,initial_tour,final_tour
0,15,0,3084.553342595115,3083.5871974618703,0,194.03851830064204,103.2897310256958,77,60,"{'two-opt': 0, 'three-opt': 24, 'two-opt-star': 53}","[[0, 31, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 0], [0, 54, 21, 51, 28, 52, 41, 0], [0, 32, 29, 26, 48, 0], [0, 59, 49, 0], [0, 33, 36, 30, 35, 22, 23, 24, 25, 43, 0], [0, 37, 57, 34, 38, 27, 56, 0], [0, 47, 55, 45, 40, 50, 58, 39, 42, 53, 46, 44, 0]]","[[0, 31, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 20, 19, 17, 1, 18, 2, 3, 4, 5, 26, 0], [0, 54, 21, 51, 28, 52, 41, 0], [0, 32, 29, 48, 0], [0, 59, 49, 0], [0, 33, 36, 30, 35, 22, 23, 24, 25, 43, 0], [0, 37, 57, 38, 34, 27, 56, 0], [0, 47, 55, 45, 40, 42, 53, 50, 58, 39, 46, 44, 0]]"
1,15,15,3534.6700834956973,3534.5048646664955,0,224.831151578405,102.86746048927307,77,61,"{'two-opt': 0, 'three-opt': 15, 'two-opt-star': 62}","[[0, 31, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 20, 19, 17, 1, 18, 2, 3, 4, 5, 26, 0], [0, 59, 49, 0], [0, 33, 36, 30, 35, 22, 23, 24, 25, 43, 0], [0, 37, 57, 38, 34, 27, 56, 0], [0, 47, 55, 45, 40, 42, 53, 50, 58, 39, 46, 44, 0], [0, 65, 0], [0, 54, 21, 51, 28, 52, 41, 62, 0], [0, 32, 29, 48, 60, 63, 64, 61, 0]]","[[0, 31, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 20, 19, 17, 1, 18, 2, 5, 26, 0], [0, 59, 49, 0], [0, 33, 36, 30, 35, 22, 23, 24, 25, 43, 0], [0, 37, 57, 38, 34, 27, 56, 0], [0, 47, 55, 45, 40, 42, 53, 50, 58, 39, 46, 44, 0], [0, 65, 0], [0, 54, 21, 51, 28, 52, 41, 62, 0], [0, 32, 29, 4, 3, 48, 60, 64, 63, 61, 0]]"
