00,out_of_shift,370,0.42591398839672157
01,out_of_shift,280,0.322313288516438
02,out_of_shift,204,0.23482825306197622
03,out_of_shift,439,0.5053411916382724
04,out_of_shift,1180,1.3583202873192743
05,out_of_shift,3473,3.99783589649139
06,out_of_shift,4568,5.258311078368174
07,out_of_shift,2455,2.8259968689566257
08,out_of_shift,1828,2.1042453264573164
09,inside_shift,1639,1.8866838567087207
10,inside_shift,1682,1.9361819688737452
11,inside_shift,2107,2.4254074960861955
12,inside_shift,1845,2.1238143475458147
13,inside_shift,1603,1.8452435767566073
14,inside_shift,2107,2.4254074960861955
15,inside_shift,2691,3.0976609264204806
16,inside_shift,1231,1.4170273505847684
17,inside_shift,1731,1.992586794364122
18,out_of_shift,1553,1.787687632378672
19,out_of_shift,1444,1.6622156736347729
20,out_of_shift,813,0.9358596555852288
21,out_of_shift,7672,8.8313841053504
22,out_of_shift,906,1.0429137121281886
23,out_of_shift,444,0.5110967860760659
